Station Name	SASKATOON DIEFENBAKER & RCS					
Province	SASKATCHEWAN					
Latitude	52.17					
Longitude	-106.72					
Elevation	504.1					
Climate Identifier	4057120					
						
Created by	Rainbird Beta 3.1.2					
Created on	20/11/2014					
						
Year	Month	Day	Max Temp (deg C)	Min Temp (deg C)	Mean Temp (deg C)	Total Precip (mm)
1980	1	1	-8.6	-15.4	-12	0
1980	1	2	-13.7	-20.2	-17	0
1980	1	3	-9	-14.5	-11.8	5.8
1980	1	4	-13.6	-24.6	-19.1	0.2
1980	1	5	-18.7	-26.3	-22.5	0
1980	1	6	-20.1	-27.4	-23.8	0
1980	1	7	-26.2	-33	-29.6	0.8
1980	1	8	-28.2	-34	-31.1	0
1980	1	9	-27.6	-35.5	-31.6	0.2
1980	1	10	-24	-35.6	-29.8	3.6
1980	1	11	-23.8	-33.1	-28.5	1
1980	1	12	-6.3	-25.5	-15.9	0.2
1980	1	13	-9.6	-21.3	-15.5	0
1980	1	14	-5.4	-19.4	-12.4	0
1980	1	15	-2.5	-14.5	-8.5	1
1980	1	16	-2.7	-13.4	-8.1	0
1980	1	17	-3.9	-12.2	-8.1	5.2
1980	1	18	-3.9	-17.4	-10.7	0
1980	1	19	-11.4	-17.7	-14.6	0
1980	1	20	-6.7	-16.3	-11.5	0
1980	1	21	-1.2	-12.5	-6.9	0.4
1980	1	22	-9.3	-17	-13.2	0
1980	1	23	5.2	-11.9	-3.4	0
1980	1	24	2.9	-19.1	-8.1	1
1980	1	25	-18.6	-23.1	-20.9	0.2
1980	1	26	-20	-22	-21	2.6
1980	1	27	-20.9	-28.8	-24.9	1
1980	1	28	-22.3	-31.1	-26.7	0.2
1980	1	29	-22.3	-33.1	-27.7	0
1980	1	30	-18.4	-27.6	-23	0
1980	1	31	-16.5	-27.8	-22.2	0
1980	2	1	-9.8	-16.6	-13.2	0
1980	2	2	-7.9	-15.6	-11.8	0
1980	2	3	-0.2	-11.8	-6	0.6
1980	2	4	-1	-12	-6.5	0
1980	2	5	-3.5	-13.4	-8.5	0
1980	2	6	-10.4	-20	-15.2	0
1980	2	7	-10.2	-13.1	-11.7	0.4
1980	2	8	-3.3	-13.4	-8.4	0
1980	2	9	2.3	-11.1	-4.4	0
1980	2	10	-9.1	-18.5	-13.8	0
1980	2	11	-8.2	-24.2	-16.2	0
1980	2	12	-8.7	-18.1	-13.4	0
1980	2	13	-14.1	-20.7	-17.4	1
1980	2	14	-12.9	-19.7	-16.3	0.2
1980	2	15	-13.5	-22.6	-18.1	0
1980	2	16	-13	-25.6	-19.3	0
1980	2	17	-10.6	-23	-16.8	0
1980	2	18	-11.4	-19.3	-15.4	0
1980	2	19	-13.3	-17.1	-15.2	1
1980	2	20	-13.7	-16.5	-15.1	2.1
1980	2	21	-12.5	-15.1	-13.8	2.4
1980	2	22	-11.9	-22.7	-17.3	0.4
1980	2	23	-5	-17.4	-11.2	0.4
1980	2	24	-9.4	-21.2	-15.3	0.6
1980	2	25	-6.8	-24.4	-15.6	0
1980	2	26	-5	-15.5	-10.3	0
1980	2	27	-7.3	-11.9	-9.6	5.2
1980	2	28	-11.8	-25.5	-18.7	0
1980	2	29	-17.2	-30.2	-23.7	0
1980	3	1	-4	-17.9	-11	0.6
1980	3	2	-4.3	-13.5	-8.9	2.5
1980	3	3	-13.3	-24.4	-18.9	0.6
1980	3	4	-14.8	-30.6	-22.7	0
1980	3	5	-13.4	-26.5	-20	0
1980	3	6	-12.9	-26.3	-19.6	0
1980	3	7	-7.6	-20.4	-14	0
1980	3	8	-4.9	-17.8	-11.4	0.4
1980	3	9	-7.9	-23.9	-15.9	1
1980	3	10	-13.3	-29.2	-21.3	0
1980	3	11	-10.4	-18.4	-14.4	1.5
1980	3	12	-5.1	-19.1	-12.1	0.4
1980	3	13	-11.5	-22.4	-17	0
1980	3	14	-6.9	-22.3	-14.6	0
1980	3	15	-7	-15.8	-11.4	0.2
1980	3	16	-5.3	-20.5	-12.9	0
1980	3	17	-3	-19.2	-11.1	0
1980	3	18	-0.8	-8.2	-4.5	0
1980	3	19	-0.2	-8.6	-4.4	0.8
1980	3	20	0.3	-8.8	-4.3	0
1980	3	21	0.9	-5.6	-2.4	2.8
1980	3	22	-2.6	-6.4	-4.5	0.2
1980	3	23	1.3	-6	-2.4	0
1980	3	24	0.2	-3.5	-1.7	3.4
1980	3	25	-0.8	-11.1	-6	0
1980	3	26	-0.2	-15.4	-7.8	0
1980	3	27	2.3	-7.2	-2.5	0
1980	3	28	5	-7.5	-1.3	0
1980	3	29	5	-1.5	1.8	0
1980	3	30	3.5	-0.6	1.5	0
1980	3	31	2	-5.7	-1.9	0
1980	4	1	3.3	-7.2	-2	0
1980	4	2	5.7	-3.3	1.2	0
1980	4	3	8.3	-2.9	2.7	0
1980	4	4	9.7	-1.4	4.2	0
1980	4	5	10.3	0.3	5.3	0
1980	4	6	0.4	-4.4	-2	0
1980	4	7	-1.9	-4.4	-3.2	4.5
1980	4	8	1.9	-2.6	-0.4	0.8
1980	4	9	4.8	-6.1	-0.7	0
1980	4	10	6.4	-4.5	1	0
1980	4	11	10.8	-0.3	5.3	0
1980	4	12	14.7	-0.7	7	0
1980	4	13	20.6	2.3	11.5	0
1980	4	14	13	4.2	8.6	0
1980	4	15	14.2	5.6	9.9	0
1980	4	16	18.6	4	11.3	0.2
1980	4	17	22.5	4.4	13.5	0
1980	4	18	21.3	6.6	14	0
1980	4	19	24.7	6.1	15.4	0
1980	4	20	29.7	8.3	19	0
1980	4	21	18.8	5.3	12.1	0
1980	4	22	17	-0.9	8.1	0
1980	4	23	21.4	7.4	14.4	0
1980	4	24	23.3	7.8	15.6	0
1980	4	25	24	5	14.5	0
1980	4	26	24.5	4.8	14.7	0
1980	4	27	24.6	8	16.3	0
1980	4	28	27.9	9.8	18.9	0
1980	4	29	29.7	14.4	22.1	0
1980	4	30	25.5	6.7	16.1	0
1980	5	1	24.8	5.2	15	0
1980	5	2	29.6	7.2	18.4	0
1980	5	3	25.6	9	17.3	0
1980	5	4	21.1	1.6	11.4	0
1980	5	5	17	4.5	10.8	0
1980	5	6	12.8	0.6	6.7	0
1980	5	7	13.7	-3.7	5	0
1980	5	8	15.3	1.2	8.3	0
1980	5	9	18.8	1.5	10.2	0
1980	5	10	13.6	-1.2	6.2	0
1980	5	11	14.6	-2.2	6.2	0
1980	5	12	14.9	0	7.5	0
1980	5	13	16	-1.6	7.2	0
1980	5	14	20	0.5	10.3	0
1980	5	15	23.3	4.8	14.1	0
1980	5	16	26.9	5.7	16.3	0
1980	5	17	24.7	7.8	16.3	0
1980	5	18	29	9	19	0
1980	5	19	27	13.5	20.3	0
1980	5	20	28.6	13.2	20.9	0
1980	5	21	34.4	16.6	25.5	0
1980	5	22	35	14.7	24.9	0
1980	5	23	32.4	15	23.7	1.4
1980	5	24	33.6	17.1	25.4	0.8
1980	5	25	30.6	14	22.3	13.4
1980	5	26	27.5	13.8	20.7	4.6
1980	5	27	22.7	9	15.9	0
1980	5	28	20.1	7.9	14	0
1980	5	29	17.6	5.6	11.6	0
1980	5	30	18	0.8	9.4	0
1980	5	31	11.5	4.4	8	0
1980	6	1	22.9	4	13.5	0
1980	6	2	25.2	12.4	18.8	0
1980	6	3	20.7	11.2	16	4.4
1980	6	4	19	9	14	0
1980	6	5	19.1	9	14.1	4
1980	6	6	15.2	6	10.6	0
1980	6	7	18.7	3.2	11	0
1980	6	8	25.5	4.5	15	0
1980	6	9	29.5	7.9	18.7	0
1980	6	10	32	12.9	22.5	0
1980	6	11	22.7	13.5	18.1	0.2
1980	6	12	25	9.5	17.3	0
1980	6	13	26.8	9.4	18.1	1.4
1980	6	14	19.3	9	14.2	0
1980	6	15	22	5.3	13.7	0
1980	6	16	29.3	9.1	19.2	0
1980	6	17	18.6	8.8	13.7	2.2
1980	6	18	22.2	2.6	12.4	0
1980	6	19	26.8	8.6	17.7	0
1980	6	20	27.3	9.6	18.5	0
1980	6	21	32.1	15.2	23.7	0
1980	6	22	30	11.6	20.8	0
1980	6	23	28.8	14.5	21.7	11.4
1980	6	24	21.8	12.6	17.2	2.4
1980	6	25	19.6	10.5	15.1	0.5
1980	6	26	19	10.9	15	0.3
1980	6	27	13.2	9.1	11.2	11.1
1980	6	28	14	8.4	11.2	4.4
1980	6	29	26.1	5.7	15.9	0
1980	6	30	18.2	8.7	13.5	0
1980	7	1	23.9	5.4	14.7	0
1980	7	2	28.9	10	19.5	0
1980	7	3	24	15.7	19.9	0
1980	7	4	25.2	12.1	18.7	0
1980	7	5	28.5	15.3	21.9	0
1980	7	6	27.4	12.8	20.1	0
1980	7	7	26.3	8.7	17.5	0
1980	7	8	33.3	12.6	23	0
1980	7	9	32.4	16.2	24.3	0
1980	7	10	35.2	15.7	25.5	8.3
1980	7	11	25.7	14.8	20.3	1.4
1980	7	12	25.7	10.1	17.9	1.3
1980	7	13	25.4	13.1	19.3	3.4
1980	7	14	25.6	15.4	20.5	0.4
1980	7	15	22	14.2	18.1	0
1980	7	16	26	12.7	19.4	7.6
1980	7	17	22.3	11.7	17	0
1980	7	18	21.4	10.4	15.9	0
1980	7	19	18.4	7.7	13.1	0
1980	7	20	18.6	11.2	14.9	0
1980	7	21	28	9.8	18.9	0
1980	7	22	32.2	13.8	23	0
1980	7	23	29.7	16	22.9	0.8
1980	7	24	19.8	10.3	15.1	0.4
1980	7	25	25.6	6.5	16.1	0
1980	7	26	27.4	11	19.2	0.6
1980	7	27	26	9.3	17.7	0
1980	7	28	25	7.7	16.4	0
1980	7	29	22.3	12.9	17.6	0
1980	7	30	27	8.2	17.6	0
1980	7	31	26.8	7.5	17.2	0
1980	8	1	28.4	9.8	19.1	0
1980	8	2	29.2	14.7	22	0
1980	8	3	21.8	14.1	18	0
1980	8	4	19.2	13.7	16.5	9.6
1980	8	5	21	12.1	16.6	7.9
1980	8	6	19.5	9.3	14.4	4
1980	8	7	20.4	11	15.7	0.8
1980	8	8	22.7	8	15.4	0
1980	8	9	23.5	9.2	16.4	0
1980	8	10	21.5	10.8	16.2	12.6
1980	8	11	19.7	10.1	14.9	0
1980	8	12	20.6	9.9	15.3	2.4
1980	8	13	22.4	5.4	13.9	0
1980	8	14	25.4	10	17.7	0
1980	8	15	21.8	12.6	17.2	0.4
1980	8	16	25.5	11.4	18.5	0
1980	8	17	27.1	12.1	19.6	7.8
1980	8	18	24.7	14.1	19.4	0
1980	8	19	24.1	12.4	18.3	0
1980	8	20	23	8.7	15.9	0
1980	8	21	16.8	8.2	12.5	1.6
1980	8	22	22.2	5.4	13.8	0
1980	8	23	22.2	6.9	14.6	12
1980	8	24	21.7	6.6	14.2	0.4
1980	8	25	15.7	5.5	10.6	0.2
1980	8	26	20.5	1.7	11.1	0
1980	8	27	21.3	8	14.7	3.2
1980	8	28	18.1	9.2	13.7	0.2
1980	8	29	18	6.7	12.4	0
1980	8	30	22.8	4	13.4	0
1980	8	31	21.2	5.8	13.5	0
1980	9	1	20.7	4.7	12.7	0
1980	9	2	22.7	10.1	16.4	3.4
1980	9	3	13.8	9.3	11.6	20.2
1980	9	4	19	6	12.5	0
1980	9	5	25.4	5.8	15.6	0
1980	9	6	30.9	11.7	21.3	0
1980	9	7	29.6	12.7	21.2	0
1980	9	8	17.6	5.8	11.7	1.4
1980	9	9	24.1	3.5	13.8	0
1980	9	10	27.8	6.3	17.1	0
1980	9	11	26.5	12.4	19.5	0
1980	9	12	16.4	8.6	12.5	0
1980	9	13	19.9	8.1	14	0.2
1980	9	14	20.4	6	13.2	2
1980	9	15	11.5	4.3	7.9	2.8
1980	9	16	10.3	-1	4.7	2.2
1980	9	17	8.1	1.6	4.9	0
1980	9	18	10.3	1.9	6.1	0
1980	9	19	10.5	6.5	8.5	0
1980	9	20	20.4	6.1	13.3	0
1980	9	21	10.7	1.3	6	0
1980	9	22	11.3	-3.5	3.9	0
1980	9	23	9.7	3.2	6.5	0
1980	9	24	7.6	0.8	4.2	6.4
1980	9	25	12.7	-1.7	5.5	0
1980	9	26	10.9	2.6	6.8	0
1980	9	27	20.3	2.8	11.6	0
1980	9	28	19	0.2	9.6	0
1980	9	29	21.3	3.8	12.6	0
1980	9	30	17.5	5.5	11.5	0.2
1980	10	1	16.8	2.5	9.7	0
1980	10	2	19.9	0	10	0
1980	10	3	22.9	3.8	13.4	0
1980	10	4	24.5	6.4	15.5	0
1980	10	5	25	6.3	15.7	0
1980	10	6	27.9	5.8	16.9	0
1980	10	7	23.6	8.2	15.9	0
1980	10	8	24.7	4.6	14.7	0
1980	10	9	14.7	5.8	10.3	2.6
1980	10	10	14.8	0.4	7.6	0
1980	10	11	13.4	-3.6	4.9	0
1980	10	12	11.5	1.5	6.5	0
1980	10	13	7	0.5	3.8	4.4
1980	10	14	2.6	0.2	1.4	8.3
1980	10	15	4.5	-0.2	2.2	0.6
1980	10	16	3.9	2	3	0
1980	10	17	2.7	-1	0.9	0
1980	10	18	9	-1.1	4	0
1980	10	19	16	3.9	10	0
1980	10	20	11.6	0.7	6.2	0.6
1980	10	21	8.3	-2.1	3.1	0
1980	10	22	9.4	-0.9	4.3	0
1980	10	23	6.2	-3.9	1.2	0
1980	10	24	5.6	-5.8	-0.1	0
1980	10	25	4.9	-6.7	-0.9	0
1980	10	26	3.8	-7	-1.6	0
1980	10	27	4.7	-10	-2.7	0
1980	10	28	7.1	-5.5	0.8	0
1980	10	29	15.6	0.3	8	0
1980	10	30	10.7	-4.1	3.3	0
1980	10	31	3.9	-5.4	-0.8	0
1980	11	1	8	-1.4	3.3	0
1980	11	2	6.8	0.2	3.5	0.6
1980	11	3	10.3	-2	4.2	0
1980	11	4	12.6	-1.4	5.6	0
1980	11	5	11.8	-0.8	5.5	0
1980	11	6	6.6	-3.8	1.4	0.4
1980	11	7	0.4	-4	-1.8	3.4
1980	11	8	0.1	-5.5	-2.7	0
1980	11	9	-1.5	-7.9	-4.7	0
1980	11	10	-1	-5	-3	0
1980	11	11	1	-1	0	0
1980	11	12	0.7	-4.9	-2.1	0
1980	11	13	2.8	-9	-3.1	0
1980	11	14	3.1	-9	-3	0
1980	11	15	1.8	-9.2	-3.7	0
1980	11	16	2.7	-9.3	-3.3	0
1980	11	17	2.9	-3.4	-0.3	0
1980	11	18	6.5	-5.7	0.4	0
1980	11	19	1.9	-5.2	-1.7	0
1980	11	20	4.5	-9	-2.3	0
1980	11	21	8.2	-4.6	1.8	0.6
1980	11	22	0.2	-11.3	-5.6	0
1980	11	23	-3.6	-14.9	-9.3	0
1980	11	24	-2.5	-13.3	-7.9	0
1980	11	25	-2.1	-11	-6.6	0
1980	11	26	2.6	-7.8	-2.6	0
1980	11	27	1.1	-10.8	-4.9	0
1980	11	28	4.1	-7.4	-1.7	0
1980	11	29	-3.6	-10.5	-7.1	0.2
1980	11	30	-6.7	-22.4	-14.6	0.2
1980	12	1	-21	-25.6	-23.3	0
1980	12	2	-17.9	-21.7	-19.8	0.8
1980	12	3	-14.6	-18	-16.3	5.6
1980	12	4	-14.7	-17.8	-16.3	4.4
1980	12	5	-17.2	-30.1	-23.7	0
1980	12	6	-20.5	-29.4	-25	1.2
1980	12	7	-21.6	-31.3	-26.5	0.4
1980	12	8	-14.5	-25.4	-20	1.2
1980	12	9	-24.7	-30.6	-27.7	1.8
1980	12	10	-20.8	-30.3	-25.6	0.2
1980	12	11	5.8	-21.1	-7.7	0
1980	12	12	5.8	-19.4	-6.8	0
1980	12	13	-11.7	-20.5	-16.1	0
1980	12	14	-3.6	-14.8	-9.2	0
1980	12	15	4.2	-5.4	-0.6	0.2
1980	12	16	3.8	0.5	2.2	0
1980	12	17	2.7	-17.1	-7.2	0
1980	12	18	-17	-26	-21.5	0
1980	12	19	-25	-31.6	-28.3	0
1980	12	20	-22	-29.4	-25.7	0
1980	12	21	-18.8	-23.3	-21.1	1
1980	12	22	-19.1	-23.1	-21.1	2.5
1980	12	23	-20.4	-34.2	-27.3	0.8
1980	12	24	-17.2	-35.6	-26.4	0
1980	12	25	-17.3	-22	-19.7	0
1980	12	26	-7.7	-19	-13.4	0
1980	12	27	6.6	-11.7	-2.6	1
1980	12	28	-9.4	-16	-12.7	0
1980	12	29	-5.1	-11.2	-8.2	0
1980	12	30	2.1	-8.1	-3	0
1980	12	31	-3.1	-11.8	-7.5	0
1981	1	1	-8.5	-13.3	-10.9	0
1981	1	2	-8.8	-20.3	-14.6	0
1981	1	3	-9	-20	-14.5	0
1981	1	4	-5.4	-13.9	-9.7	0
1981	1	5	0.4	-8.4	-4	2.2
1981	1	6	-1	-17.7	-9.4	2.4
1981	1	7	-8.6	-14.8	-11.7	2.2
1981	1	8	-8.9	-26.1	-17.5	1.3
1981	1	9	-15.3	-30.4	-22.9	0.4
1981	1	10	-8.6	-15.4	-12	2.1
1981	1	11	-7.9	-16.5	-12.2	0
1981	1	12	-5	-15.3	-10.2	0
1981	1	13	-2.5	-9.9	-6.2	0
1981	1	14	-5.1	-13.9	-9.5	0
1981	1	15	-4.3	-8.3	-6.3	0
1981	1	16	-7.6	-13.9	-10.8	0
1981	1	17	-2.4	-15.6	-9	0
1981	1	18	-2.2	-12.4	-7.3	0
1981	1	19	-2.7	-13.1	-7.9	0
1981	1	20	-0.5	-13.4	-7	0
1981	1	21	-1	-12.2	-6.6	0
1981	1	22	-1.6	-14.9	-8.3	0
1981	1	23	-2	-9.3	-5.7	0
1981	1	24	2.2	-4.5	-1.2	0.6
1981	1	25	-0.8	-6.6	-3.7	1.8
1981	1	26	-5.3	-11.6	-8.5	0.6
1981	1	27	-6.7	-11	-8.9	0.2
1981	1	28	-10.6	-20.7	-15.7	0
1981	1	29	-10.1	-20.4	-15.3	0
1981	1	30	-8.6	-14.7	-11.7	0.5
1981	1	31	-8.7	-11.6	-10.2	0.2
1981	2	1	-11.6	-24.2	-17.9	0
1981	2	2	-13.9	-24.8	-19.4	0
1981	2	3	-13	-22.8	-17.9	0
1981	2	4	-2.8	-19.4	-11.1	0.2
1981	2	5	-3.1	-14.1	-8.6	0
1981	2	6	-6.4	-20	-13.2	0.6
1981	2	7	-19.9	-29.1	-24.5	0
1981	2	8	-18.5	-27	-22.8	0.4
1981	2	9	-23.7	-33	-28.4	0.2
1981	2	10	-22	-34	-28	0
1981	2	11	-21.2	-33.5	-27.4	0
1981	2	12	-16.6	-32	-24.3	0
1981	2	13	-8	-26.5	-17.3	0
1981	2	14	3.7	-10.5	-3.4	0.2
1981	2	15	3.5	-5.8	-1.2	0
1981	2	16	3.6	-2.4	0.6	0
1981	2	17	2.8	-6.2	-1.7	0
1981	2	18	3.7	-7.6	-2	0
1981	2	19	6.1	-5.9	0.1	0
1981	2	20	4	-1.1	1.5	0
1981	2	21	3.2	-3	0.1	0
1981	2	22	4.1	-5.4	-0.7	0
1981	2	23	1.7	-7.3	-2.8	0
1981	2	24	-3	-9.1	-6.1	0
1981	2	25	-1.7	-7	-4.4	0
1981	2	26	0.1	-4.7	-2.3	0
1981	2	27	-1.7	-5.4	-3.6	0
1981	2	28	3.6	-5.1	-0.8	0
1981	3	1	-2.5	-9.5	-6	0
1981	3	2	4.9	-8	-1.6	0
1981	3	3	4.8	-7.8	-1.5	0
1981	3	4	2.9	-2.8	0.1	0
1981	3	5	0.9	-5.8	-2.5	0
1981	3	6	0.3	-5.4	-2.6	1.2
1981	3	7	-0.7	-5.3	-3	0
1981	3	8	-0.8	-4.2	-2.5	0
1981	3	9	2.2	-4.8	-1.3	0
1981	3	10	8	-5.6	1.2	0
1981	3	11	7.5	-1.9	2.8	0
1981	3	12	6.1	-4.6	0.8	0
1981	3	13	9	-4.6	2.2	0
1981	3	14	7.5	-2.3	2.6	0
1981	3	15	11.5	-2.8	4.4	0
1981	3	16	15.1	-1.7	6.7	0
1981	3	17	3.6	-1.6	1	1.8
1981	3	18	1.3	-4.2	-1.5	0
1981	3	19	5.6	-6.2	-0.3	0.4
1981	3	20	-4.7	-16.1	-10.4	9.9
1981	3	21	-9.2	-22.4	-15.8	0
1981	3	22	-4.1	-21.6	-12.9	0
1981	3	23	-0.6	-15	-7.8	0
1981	3	24	1.4	-10.7	-4.7	0
1981	3	25	5.5	-9	-1.8	0
1981	3	26	4.7	-1.8	1.5	0
1981	3	27	6.5	-1.2	2.7	0
1981	3	28	12.3	-2.2	5.1	0
1981	3	29	10.4	2.4	6.4	0
1981	3	30	6.4	1.3	3.9	0
1981	3	31	9.4	-2.6	3.4	0
1981	4	1	13.9	0	7	0.4
1981	4	2	1.1	-2.6	-0.8	5.6
1981	4	3	5.7	-1.9	1.9	0
1981	4	4	9.2	-4.2	2.5	1.2
1981	4	5	13.8	-2.2	5.8	0
1981	4	6	10.3	0.2	5.3	6.2
1981	4	7	6.2	-1.8	2.2	0
1981	4	8	7.8	-4.5	1.7	0
1981	4	9	9.7	-0.8	4.5	0.6
1981	4	10	2.7	-2.9	-0.1	1.2
1981	4	11	11.9	-2.5	4.7	6.7
1981	4	12	5.5	-6.8	-0.7	2.4
1981	4	13	-3.3	-11.5	-7.4	0
1981	4	14	13	-7.2	2.9	0
1981	4	15	19.6	-2.9	8.4	0
1981	4	16	17.9	0.1	9	1.8
1981	4	17	13	-2.6	5.2	0
1981	4	18	10.4	1.5	6	0
1981	4	19	13.6	-1.9	5.9	0
1981	4	20	13.5	0.7	7.1	0
1981	4	21	13.5	-1.8	5.9	0
1981	4	22	16.4	-2.6	6.9	0
1981	4	23	22.4	4.4	13.4	0
1981	4	24	17.5	6.4	12	0.4
1981	4	25	15.2	-2.4	6.4	0
1981	4	26	16.4	-1.4	7.5	0
1981	4	27	17.5	0.5	9	0
1981	4	28	15.1	7.8	11.5	0.6
1981	4	29	15.7	1.7	8.7	0
1981	4	30	14.6	-0.7	7	0
1981	5	1	25.9	5.8	15.9	0.4
1981	5	2	15.7	6.3	11	2.4
1981	5	3	9.5	3.3	6.4	1
1981	5	4	13.1	-1.3	5.9	0
1981	5	5	16.6	-1.2	7.7	0
1981	5	6	22.3	8	15.2	0
1981	5	7	19.7	6.8	13.3	0
1981	5	8	10.5	2	6.3	0
1981	5	9	13.4	-1.8	5.8	1.2
1981	5	10	12.1	3.4	7.8	0
1981	5	11	17	-3.4	6.8	0
1981	5	12	20.2	0	10.1	0
1981	5	13	20.9	4.2	12.6	0
1981	5	14	19.8	4.2	12	0
1981	5	15	13.4	0.7	7.1	0
1981	5	16	18.4	0.3	9.4	0
1981	5	17	23.2	4.8	14	0
1981	5	18	24.5	12.6	18.6	0
1981	5	19	26.6	11.9	19.3	0
1981	5	20	28.6	8.9	18.8	0
1981	5	21	30.6	10.5	20.6	0
1981	5	22	20.8	9.6	15.2	0
1981	5	23	20.8	0.4	10.6	0
1981	5	24	20.8	1.5	11.2	0
1981	5	25	24.4	5.3	14.9	0
1981	5	26	26	13.2	19.6	0
1981	5	27	27.8	14.2	21	0
1981	5	28	19.7	8.5	14.1	7.8
1981	5	29	16.9	8	12.5	0
1981	5	30	21.4	7.8	14.6	0
1981	5	31	22.8	9.4	16.1	0
1981	6	1	23.9	13.1	18.5	0
1981	6	2	25.9	10	18	0
1981	6	3	25.4	10.9	18.2	0.2
1981	6	4	22.3	8.6	15.5	2
1981	6	5	24.7	4.6	14.7	0
1981	6	6	22.1	10	16.1	1
1981	6	7	20.3	8.7	14.5	14.8
1981	6	8	19.4	10.3	14.9	0
1981	6	9	19.5	4.5	12	0.4
1981	6	10	20	4.5	12.3	0
1981	6	11	21	4.4	12.7	0
1981	6	12	22.4	8	15.2	0
1981	6	13	16	8.5	12.3	5.7
1981	6	14	12.7	7.7	10.2	13.3
1981	6	15	24.3	5.9	15.1	0
1981	6	16	22.5	9	15.8	0.8
1981	6	17	13.4	6.6	10	4.2
1981	6	18	18.2	3.2	10.7	0.2
1981	6	19	20.3	6	13.2	0
1981	6	20	22.3	10.6	16.5	16.6
1981	6	21	16.5	7.7	12.1	0.8
1981	6	22	21.8	7.2	14.5	0
1981	6	23	21.9	10.3	16.1	15.2
1981	6	24	21.5	7.6	14.6	1
1981	6	25	25	7.6	16.3	0
1981	6	26	30.5	15.5	23	0
1981	6	27	22.1	11.5	16.8	0.6
1981	6	28	22.3	7.8	15.1	4.2
1981	6	29	25.9	8.7	17.3	0
1981	6	30	30.3	13.3	21.8	0
1981	7	1	23.8	15.4	19.6	9
1981	7	2	26.1	12.2	19.2	8
1981	7	3	32	12.6	22.3	0
1981	7	4	30.4	15.6	23	0
1981	7	5	29.7	15.1	22.4	0.8
1981	7	6	27.2	17	22.1	0
1981	7	7	26.7	12.1	19.4	7.8
1981	7	8	24.3	8.6	16.5	0
1981	7	9	25	8.3	16.7	0
1981	7	10	24.4	9.1	16.8	0
1981	7	11	26.2	11.4	18.8	0
1981	7	12	29.2	13.4	21.3	1.2
1981	7	13	24.3	16.2	20.3	0
1981	7	14	26.1	13.8	20	1.4
1981	7	15	19.8	14	16.9	6.4
1981	7	16	21.2	14.3	17.8	7.8
1981	7	17	24.5	14.1	19.3	0
1981	7	18	28.8	13	20.9	0
1981	7	19	30	12.7	21.4	0
1981	7	20	25.2	14	19.6	0.6
1981	7	21	27.4	14.3	20.9	1.4
1981	7	22	25.1	14.3	19.7	0
1981	7	23	19.2	14.1	16.7	6
1981	7	24	18.2	8.5	13.4	2.2
1981	7	25	22.1	4.8	13.5	0
1981	7	26	24.7	9.4	17.1	0
1981	7	27	29	13.9	21.5	0
1981	7	28	32.3	12.5	22.4	0
1981	7	29	24.6	12.7	18.7	2
1981	7	30	23.3	12.5	17.9	0.6
1981	7	31	22.2	11.3	16.8	0
1981	8	1	25.7	9	17.4	0.2
1981	8	2	27.6	8.1	17.9	0
1981	8	3	27.2	12.3	19.8	12.2
1981	8	4	24.7	15	19.9	2.2
1981	8	5	26.3	14.5	20.4	6.6
1981	8	6	29.4	11.5	20.5	0
1981	8	7	29.3	15.3	22.3	0
1981	8	8	26.7	12.8	19.8	0
1981	8	9	29.8	11.4	20.6	0
1981	8	10	33.1	14.2	23.7	0
1981	8	11	29	14.6	21.8	0
1981	8	12	29.4	10.7	20.1	0
1981	8	13	24.7	10	17.4	0
1981	8	14	25.5	6	15.8	0
1981	8	15	31.1	15.4	23.3	0
1981	8	16	31.3	16.4	23.9	0
1981	8	17	29.3	16.3	22.8	0.6
1981	8	18	28.3	16.7	22.5	0.2
1981	8	19	31.4	14	22.7	0
1981	8	20	30.3	15.6	23	0
1981	8	21	29	16	22.5	0
1981	8	22	29.2	13.6	21.4	4.4
1981	8	23	29.4	10.3	19.9	0
1981	8	24	26.2	18.3	22.3	0
1981	8	25	28.8	14	21.4	0
1981	8	26	30.3	17.5	23.9	0
1981	8	27	31.3	14.4	22.9	0
1981	8	28	33.6	19.5	26.6	0
1981	8	29	26.5	11.8	19.2	0
1981	8	30	19.2	8.3	13.8	0.2
1981	8	31	21	1.4	11.2	0
1981	9	1	27.9	13	20.5	0.4
1981	9	2	15.7	2.3	9	6
1981	9	3	14.8	-0.4	7.2	0
1981	9	4	21.4	9	15.2	0.2
1981	9	5	22.4	7.6	15	0
1981	9	6	23.9	7.8	15.9	0
1981	9	7	28	5.8	16.9	0
1981	9	8	33.5	11.2	22.4	0
1981	9	9	33.9	11.2	22.6	0
1981	9	10	24.3	9.7	17	0
1981	9	11	32.3	7.5	19.9	0
1981	9	12	24	9.5	16.8	0
1981	9	13	20.7	6	13.4	0
1981	9	14	20.3	4.6	12.5	0
1981	9	15	18.8	0	9.4	0
1981	9	16	22.5	5.5	14	0
1981	9	17	30.6	8.5	19.6	0
1981	9	18	30.9	8.5	19.7	0
1981	9	19	29.5	11.7	20.6	0
1981	9	20	18.8	6.8	12.8	0.6
1981	9	21	16.8	2.3	9.6	2.8
1981	9	22	13.5	4.6	9.1	1.2
1981	9	23	15.7	2.2	9	0
