"Station Name","BRETON"
"Province","ALBERTA"
"Latitude","53.17"
"Longitude","-114.48"
"Elevation","843.00"
"Climate Identifier","3010815"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2005-01-01","2005","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-02","2005","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-03","2005","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-04","2005","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-05","2005","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-06","2005","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-07","2005","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-08","2005","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-09","2005","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-10","2005","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-11","2005","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-12","2005","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-13","2005","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-14","2005","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-15","2005","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-16","2005","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-17","2005","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"2005-01-18","2005","01","18","","","","","","","","","","","","","","","","","","","","","","",""
