"Station Name","BRETON"
"Province","ALBERTA"
"Latitude","53.17"
"Longitude","-114.48"
"Elevation","843.00"
"Climate Identifier","3010815"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2008-01-01","2008","01","01","*","-2.0","","-18.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-02","2008","01","02","*","6.0","","-16.5","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-03","2008","01","03","*","5.5","","-6.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-04","2008","01","04","*","4.0","","-5.5","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-05","2008","01","05","*","1.0","","-8.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-06","2008","01","06","*","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-07","2008","01","07","*","-2.5","","-13.0","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-08","2008","01","08","*","-8.0","","-17.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-09","2008","01","09","*","-18.0","","-20.5","","-19.3","","37.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-10","2008","01","10","*","-6.0","","-21.5","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-11","2008","01","11","*","2.0","","-16.5","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-12","2008","01","12","*","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-13","2008","01","13","*","5.5","","-6.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-14","2008","01","14","*","5.5","","-4.5","","0.5","","17.5","","0.0","","0.0","","1.6","","1.6","","","M","","","",""
"2008-01-15","2008","01","15","*","-6.0","","-10.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2008-01-16","2008","01","16","*","-7.0","","-15.5","","-11.3","","29.3","","0.0","","0.0","","1.0","","1.0","","","M","","","",""
"2008-01-17","2008","01","17","*","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","2.4","","2.4","","","M","","","",""
