"Station Name","BRETON"
"Province","ALBERTA"
"Latitude","53.17"
"Longitude","-114.48"
"Elevation","843.00"
"Climate Identifier","3010815"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-01-01","2011","01","01","*","-1.5","","-17.5","","-9.5","","27.5","","0.0","","0.0","","6.0","","0.0","","37","","","","",""
"2011-01-02","2011","01","02","*","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"2011-01-03","2011","01","03","*","-2.0","","-11.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","43","","","","",""
"2011-01-04","2011","01","04","*","0.5","","-8.5","","-4.0","","22.0","","0.0","","0.0","","9.0","","0.0","","43","","","","",""
"2011-01-05","2011","01","05","*","2.0","","-6.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"2011-01-06","2011","01","06","*","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"2011-01-07","2011","01","07","*","-3.0","","-8.0","","-5.5","","23.5","","0.0","","0.0","","15.0","","0.0","","52","","","","",""
"2011-01-08","2011","01","08","*","-1.5","","-10.0","","-5.8","","23.8","","0.0","","0.0","","8.0","","0.0","","67","","","","",""
"2011-01-09","2011","01","09","*","-15.0","","-17.0","","-16.0","","34.0","","0.0","","0.0","","2.5","","0.0","","75","","","","",""
"2011-01-10","2011","01","10","*","-15.0","","-19.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","77","","","","",""
"2011-01-11","2011","01","11","*","-21.0","","-28.0","","-24.5","","42.5","","0.0","","0.0","","1.5","","0.0","","77","","","","",""
"2011-01-12","2011","01","12","*","-22.0","","-31.0","","-26.5","","44.5","","0.0","","0.0","","3.0","","0.0","","79","","","","",""
"2011-01-13","2011","01","13","*","-21.5","","-24.0","","-22.8","","40.8","","0.0","","0.0","","6.0","","0.0","","82","","","","",""
"2011-01-14","2011","01","14","*","-24.0","","-26.0","","-25.0","","43.0","","0.0","","0.0","","7.0","","0.0","","88","","","","",""
"2011-01-15","2011","01","15","*","-21.0","","-26.0","","-23.5","","41.5","","0.0","","0.0","","2.0","","0.0","","95","","","","",""
"2011-01-16","2011","01","16","*","-21.0","","-27.0","","-24.0","","42.0","","0.0","","0.0","","5.0","","0.0","","97","","","","",""
"2011-01-17","2011","01","17","*","-7.0","","-24.0","","-15.5","","33.5","","0.0","","0.0","","1.0","","0.0","","112","","","","",""
"2011-01-18","2011","01","18","*","-4.0","","-22.0","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","113","","","","",""
"2011-01-19","2011","01","19","*","-2.0","","-12.0","","-7.0","","25.0","","0.0","","0.0","","5.0","","0.0","","113","","","","",""
"2011-01-20","2011","01","20","*","2.5","","-15.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","118","","","","",""
"2011-01-21","2011","01","21","*","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","2.0","","0.0","","118","","","","",""
"2011-01-22","2011","01","22","*","5.5","","-7.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","120","","","","",""
